C,val_accuracy,val_macro_f1,val_weighted_f1
0.01,0.7551428571428571,0.7551124511051535,0.7551124511051536
1.0,0.6354285714285715,0.6345664465555474,0.6345664465555474
10.0,0.6354285714285715,0.6345664465555474,0.6345664465555474
0.1,0.5417142857142857,0.540578821583859,0.5405788215838591
